Count,In-degree,Out-degree
1,21,1
1,21,2
2,21,3
1,21,9
1,21,15
1,21,29
2,22,0
1,22,1
1,22,2
5,22,3
2,22,4
1,22,5
1,22,7
1,22,8
1,22,9
1,22,10
1,22,14
2,23,1
1,23,2
2,23,5
1,23,6
1,23,8
1,23,10
1,23,20
1,23,29
1,23,41
1,23,64
1,24,2
1,24,3
1,24,4
3,24,5
1,24,6
1,24,9
1,24,10
1,24,15
1,24,22
1,24,159
1,25,0
4,25,1
1,25,7
1,25,14
1,25,38
2,26,2
1,26,3
2,26,4
1,26,5
1,26,6
2,26,8
1,26,10
1,26,12
1,26,17
1,26,53
1,26,152
1,27,2
1,27,3
2,27,4
1,27,7
1,27,9
1,27,11
1,27,32
1,28,3
1,28,9
1,28,10
1,28,21
1,29,0
1,29,1
1,29,2
1,29,24
1,29,84
2,30,2
1,30,4
1,30,8
1,30,13
1,30,23
1,30,84
1,31,6
1,31,12
1,32,2
1,32,9
1,33,0
2,33,1
1,33,4
1,33,8
1,33,21
1,33,35
1,34,4
1,35,0
2,35,2
1,35,6
1,35,16
1,35,71
1,35,85
1,36,2
2,36,7
1,36,12
1,36,16
1,37,7
1,37,9
1,38,18
1,39,2
1,39,3
1,39,15
1,39,47
1,39,108
1,40,51
1,41,83
1,41,84
1,43,4
1,44,2
1,45,5
1,45,23
1,45,51
1,45,52
1,47,6
1,47,18
1,48,18
1,49,2
1,49,13
1,49,22
1,50,2
1,51,30
1,51,40
1,54,6
1,56,19
1,64,43
1,66,7
2,73,2
1,74,0
1,74,3
1,77,0
1,78,55
1,82,166
1,83,34
1,85,18
1,85,75
1,89,6
1,91,23
1,100,77
1,112,74
1,120,111
1,127,6
1,157,142
1,204,12
1,250,125
1,382,30
